id_cliente;edad;ciudad;tipo_cliente;dias_registrado;compras_totales;compras_ultimos_90_dias;gasto_total_90_dias;promedio_compra;dias_desde_ultima_compra;frecuencia_compra_dias;regularidad_compra;porcentaje_descuentos_usados;usa_domicilio;reclamos;calificacion_promedio;abandono
1358;56;Guayaquil;Mayorista;512;66;11;879.46;81.96;9;7;2.29;0.15;0;0;5.0;0
1359;69;Cuenca;Minorista;764;74;6;48.98;8.89;32;10;3.43;0.87;0;1;4.2;0
1360;46;Manta;Mayorista;261;39;8;1056.93;137.48;12;7;4.67;0.88;1;1;3.9;0
1361;58;Cuenca;Mayorista;359;47;0;0.0;165.14;75;6;3.3;0.89;1;1;3.9;1
1362;46;Loja;Minorista;560;64;9;205.23;21.71;14;10;1.25;0.81;1;0;4.8;0
1363;56;Guayaquil;Minorista;929;38;2;33.18;20.12;88;23;2.65;0.84;1;0;4.7;1
1364;37;Guayaquil;Mayorista;915;153;11;1892.45;158.79;30;6;2.96;0.89;0;0;4.2;0
1365;27;Guayaquil;Minorista;994;57;0;0.0;28.71;78;18;3.91;0.7;1;2;3.6;1
1366;54;Cuenca;Minorista;479;30;1;15.63;15.64;50;16;3.49;0.35;0;0;4.4;1
1367;54;Quito;Mayorista;114;39;24;2141.67;96.41;13;3;0.82;0.49;1;0;5.0;0
1368;35;Loja;Minorista;409;64;7;70.71;8.85;26;6;2.4;0.81;0;1;4.3;0
1369;58;Manta;Minorista;379;25;3;57.86;21.97;18;19;2.85;0.61;0;1;3.2;0
1370;18;Loja;Minorista;357;62;10;301.49;32.19;30;6;3.83;0.3;0;0;4.1;0
1371;58;Quito;Minorista;85;17;6;188.12;32.22;62;7;3.52;0.17;0;1;3.7;0
1372;38;Manta;Minorista;586;35;1;30.0;25.3;82;18;2.38;0.59;1;1;4.1;1
1373;53;Loja;Minorista;931;86;6;206.73;29.5;16;11;2.72;0.06;0;0;4.3;0
1374;18;Manta;Minorista;1146;111;6;67.67;11.44;39;10;3.12;0.97;0;0;4.2;0
1375;42;Ambato;Minorista;404;32;8;123.36;17.58;19;15;1.87;0.82;0;1;3.7;0
1376;67;Cuenca;Minorista;897;60;0;0.0;8.53;77;15;2.8;0.38;1;1;3.6;1
1377;44;Guayaquil;Mayorista;618;65;6;865.31;178.0;37;10;1.75;0.69;0;1;3.9;0
1378;46;Ambato;Minorista;60;10;0;0.0;17.04;51;11;2.2;0.96;0;1;3.4;1
1379;40;Guayaquil;Minorista;271;30;3;52.55;19.03;32;11;3.75;0.08;0;0;4.6;0
1380;25;Manta;Minorista;817;161;3;83.42;24.99;70;5;3.85;0.15;0;0;5.0;0
1381;51;Ambato;Minorista;836;92;2;22.04;9.26;66;9;3.86;0.83;1;0;4.1;0
1382;41;Loja;Minorista;1477;125;8;167.91;26.05;7;12;3.5;0.81;1;0;5.0;0
1383;23;Ambato;Mayorista;999;66;5;683.52;148.69;10;14;3.7;0.45;0;0;4.3;0
1384;54;Loja;Minorista;907;97;1;16.93;16.29;88;9;3.8;0.5;0;1;4.3;1
1385;34;Ambato;Minorista;604;54;4;132.28;29.87;29;11;5.28;0.51;0;0;4.9;0
1386;39;Cuenca;Minorista;1408;148;0;0.0;28.85;83;9;2.71;0.14;0;0;4.3;1
1387;30;Cuenca;Minorista;926;114;4;40.01;12.14;64;8;3.67;0.58;1;0;5.0;0
1388;54;Ambato;Minorista;676;45;3;21.91;8.28;53;15;1.62;0.5;1;0;4.9;0
1389;70;Quito;Mayorista;1202;192;12;1462.31;128.3;28;6;1.15;0.65;0;1;4.5;0
1390;69;Manta;Minorista;1183;236;15;482.44;27.14;12;5;1.52;0.6;1;0;4.6;0
1391;48;Quito;Minorista;176;41;16;125.31;8.26;17;5;3.53;0.61;1;1;3.7;0
1392;51;Ambato;Mayorista;1353;149;9;874.57;99.48;15;9;2.24;0.16;1;0;4.0;0
1393;57;Loja;Minorista;995;83;1;31.15;29.75;50;12;2.5;0.14;0;0;4.2;1
1394;26;Quito;Minorista;797;78;3;73.89;28.6;80;10;2.42;0.63;1;0;4.6;0
1395;36;Loja;Mayorista;392;102;10;1425.12;165.87;45;4;4.31;0.51;0;0;4.2;0
1396;57;Guayaquil;Minorista;383;31;2;39.5;18.06;71;12;4.57;0.77;0;1;3.5;1
1397;30;Guayaquil;Minorista;1354;79;5;83.38;18.67;50;17;1.51;0.34;0;1;4.4;0
1398;61;Cuenca;Minorista;520;45;5;117.66;22.01;33;13;0.12;0.71;0;3;2.8;0
1399;35;Guayaquil;Minorista;852;80;6;120.0;20.51;49;11;1.11;0.86;0;0;4.8;0
1400;47;Manta;Minorista;691;87;0;0.0;32.44;88;8;3.53;0.51;1;1;4.3;1
1401;49;Manta;Minorista;650;65;1;19.52;24.03;81;12;3.64;0.28;0;1;3.8;1
1402;54;Guayaquil;Mayorista;712;234;2;131.23;66.14;85;3;1.62;0.35;0;0;3.9;1
1403;45;Manta;Minorista;748;44;0;0.0;13.83;67;16;2.18;0.28;0;0;4.1;1
1404;21;Ambato;Minorista;1292;92;2;29.59;12.62;55;12;3.47;0.21;0;0;4.5;1
1405;46;Loja;Minorista;1309;71;1;24.24;24.85;86;18;0.9;0.49;0;0;4.7;1
1406;40;Cuenca;Minorista;1027;75;3;91.29;28.03;38;13;3.03;0.63;1;0;3.8;0
1407;48;Ambato;Mayorista;1047;132;6;361.26;63.56;42;8;2.73;0.22;0;1;4.3;0
1408;36;Manta;Minorista;1313;96;5;128.68;22.63;48;14;1.85;0.03;0;0;4.5;0
1409;65;Cuenca;Minorista;1447;132;7;120.17;15.53;34;11;0.97;0.12;0;1;3.8;0
1410;47;Cuenca;Mayorista;48;2;8;1455.28;152.06;29;8;2.85;0.03;0;1;4.1;0
1411;63;Ambato;Minorista;1380;84;0;0.0;28.13;44;16;2.89;0.68;1;1;3.4;1
1412;42;Quito;Minorista;986;140;6;191.52;26.89;51;7;2.86;0.02;1;0;5.0;0
1413;46;Cuenca;Minorista;988;56;0;0.0;21.6;77;17;2.28;0.86;1;0;4.1;1
1414;33;Cuenca;Minorista;404;24;6;107.87;16.88;36;16;1.22;0.76;1;0;4.3;0
1415;67;Ambato;Minorista;467;33;7;92.97;11.42;38;13;2.66;0.59;0;0;3.8;0
1416;34;Loja;Minorista;115;17;7;56.33;9.15;53;8;3.83;0.79;1;0;4.3;0
1417;31;Manta;Minorista;1050;134;1;13.81;17.01;72;8;2.92;0.12;1;0;4.5;1
1418;19;Quito;Minorista;760;63;0;0.0;23.68;84;12;2.51;0.83;1;0;4.7;1
1419;47;Loja;Mayorista;85;15;10;1578.04;175.16;11;8;3.91;0.07;0;0;4.0;0
1420;46;Loja;Minorista;537;53;3;82.59;26.29;68;10;3.53;0.88;0;0;4.7;0
1421;63;Cuenca;Minorista;160;26;5;86.72;14.74;54;8;2.34;0.95;0;0;4.6;0
1422;46;Guayaquil;Minorista;626;39;5;96.3;20.19;42;18;1.85;0.98;1;1;4.2;0
1423;70;Guayaquil;Minorista;1193;91;4;78.27;24.18;48;13;0.43;0.18;1;0;5.0;0
1424;68;Loja;Minorista;959;145;7;106.27;13.69;18;7;1.84;0.1;1;0;4.2;0
1425;27;Ambato;Mayorista;195;9;7;864.51;111.81;1;19;1.16;0.82;1;0;4.8;0
1426;18;Manta;Minorista;311;34;7;188.91;30.03;4;11;4.78;0.16;0;0;4.2;0
1427;54;Cuenca;Minorista;784;260;2;37.85;16.31;77;3;2.34;0.57;0;0;4.2;1
1428;27;Manta;Minorista;1278;210;8;147.49;23.0;41;6;0.44;0.3;0;1;4.2;0
1429;35;Ambato;Minorista;273;19;3;85.41;34.61;49;11;3.3;0.72;1;0;4.4;0
1430;32;Manta;Minorista;634;121;15;175.66;11.63;20;5;3.6;0.7;0;0;4.3;0
1431;55;Guayaquil;Minorista;1388;108;0;0.0;15.31;84;12;1.76;0.26;1;1;3.9;1
1432;54;Manta;Mayorista;153;30;6;896.69;175.85;34;7;1.47;0.02;0;0;4.5;0
1433;46;Ambato;Minorista;706;71;10;241.51;28.96;11;9;0.07;0.86;1;0;4.9;0
1434;24;Loja;Minorista;1348;86;0;0.0;18.21;81;16;1.31;0.1;0;1;3.9;1
1435;59;Loja;Minorista;1213;176;6;183.07;25.9;20;7;2.64;0.45;1;0;4.1;0
1436;21;Quito;Minorista;194;42;9;308.03;28.88;42;5;3.34;0.61;0;0;4.3;0
1437;62;Quito;Minorista;1387;178;4;52.84;14.84;82;8;3.06;0.06;1;2;3.1;1
1438;56;Guayaquil;Minorista;109;1;0;0.0;19.59;80;11;4.4;0.22;1;0;4.5;1
1439;22;Quito;Minorista;529;41;0;0.0;15.72;77;14;1.32;0.67;0;0;4.7;1
1440;29;Quito;Minorista;950;76;0;0.0;19.5;34;12;1.86;0.83;0;0;5.0;0
1441;35;Loja;Minorista;119;12;3;23.95;8.88;56;8;2.76;0.98;1;1;3.9;0
1442;31;Cuenca;Minorista;903;134;9;172.18;18.21;8;7;3.6;0.28;1;0;3.9;0
1443;62;Loja;Mayorista;1155;128;4;263.1;75.11;59;9;4.73;0.29;0;0;5.0;0
1444;65;Ambato;Minorista;635;43;3;92.13;33.88;87;15;1.38;0.13;1;1;3.7;0
1445;28;Quito;Minorista;366;35;7;225.23;29.39;8;9;2.29;0.9;1;0;4.9;0
1446;54;Loja;Mayorista;1000;97;11;1477.41;115.98;8;10;0.81;0.61;1;1;3.3;0
1447;32;Ambato;Minorista;930;61;9;290.04;30.45;5;14;3.03;0.56;1;0;4.7;0
1448;53;Quito;Mayorista;320;114;6;607.32;123.18;69;3;4.59;0.12;1;0;4.7;0
1449;23;Manta;Minorista;56;20;13;140.96;12.29;56;3;0.73;0.99;1;1;3.8;0
1450;50;Loja;Minorista;1185;198;2;31.08;17.77;80;6;3.36;0.73;0;1;3.2;1
1451;54;Quito;Mayorista;109;17;4;859.79;179.36;88;7;3.26;0.86;1;1;4.6;0
1452;47;Manta;Minorista;990;68;0;0.0;17.64;58;15;2.2;1.0;0;0;4.1;1
1453;24;Guayaquil;Minorista;886;65;6;49.25;9.18;3;15;2.5;0.4;1;0;3.7;0
1454;51;Quito;Mayorista;1340;449;20;2781.22;131.9;27;3;3.65;0.64;0;2;3.8;0
1455;58;Guayaquil;Minorista;699;56;0;0.0;25.13;71;13;2.77;0.26;1;1;4.1;1
1456;24;Guayaquil;Mayorista;113;14;6;1053.78;147.47;21;13;2.98;0.03;1;3;3.6;0
1457;27;Loja;Minorista;523;51;2;59.2;31.38;34;10;3.55;0.49;0;0;4.6;0
1458;47;Cuenca;Minorista;731;56;5;102.26;19.66;1;16;3.13;0.41;1;0;4.6;0
1459;44;Ambato;Minorista;1055;74;0;0.0;28.68;68;13;2.99;0.29;0;1;4.2;1
1460;67;Cuenca;Minorista;161;5;1;9.37;8.4;33;14;1.83;0.15;0;0;4.8;0
1461;68;Ambato;Mayorista;1061;82;3;513.8;168.2;38;13;2.54;0.87;1;1;3.5;0
1462;53;Guayaquil;Minorista;1357;196;2;53.67;24.08;81;7;1.69;0.37;0;0;5.0;1
1463;30;Cuenca;Minorista;978;68;5;142.1;31.4;17;15;3.77;0.17;1;0;4.7;0
1464;19;Manta;Minorista;447;151;22;743.72;33.92;20;3;1.19;0.14;1;0;4.5;0
1465;43;Quito;Minorista;944;84;2;19.21;10.32;68;11;2.72;0.44;0;0;4.9;1
1466;22;Ambato;Minorista;503;47;0;0.0;21.6;57;10;1.05;0.22;1;0;4.3;1
1467;60;Loja;Minorista;1273;134;2;54.39;26.42;65;9;2.07;0.98;0;0;4.4;0
1468;43;Quito;Minorista;208;23;7;214.28;31.9;65;9;0.61;0.1;1;0;3.8;0
1469;45;Manta;Minorista;385;9;1;14.58;17.16;89;19;2.01;0.65;1;0;4.3;1
1470;22;Quito;Minorista;138;15;0;0.0;33.17;80;10;1.82;0.4;1;0;4.9;1
1471;64;Ambato;Minorista;954;143;8;72.03;8.03;12;7;0.99;0.89;0;0;4.4;0
1472;50;Loja;Minorista;1019;121;9;235.61;25.03;16;9;2.06;0.22;0;0;4.5;0
1473;69;Loja;Minorista;261;31;1;25.99;29.34;75;13;3.44;0.34;0;0;4.3;1
1474;26;Guayaquil;Minorista;324;20;1;20.54;20.05;52;13;1.87;0.13;1;1;3.9;1
1475;27;Manta;Mayorista;416;45;12;2513.83;177.42;13;9;1.64;0.4;0;0;4.4;0
1476;42;Ambato;Minorista;1023;102;2;78.26;34.18;42;10;3.29;0.29;1;1;3.6;1
1477;43;Quito;Minorista;1213;107;6;178.98;31.97;12;11;2.17;0.19;1;1;4.3;0
1478;25;Manta;Minorista;304;18;0;0.0;27.61;37;15;4.71;1.0;0;1;4.2;1
1479;21;Loja;Mayorista;321;31;13;1093.94;80.73;6;8;1.64;0.29;1;0;4.4;0
1480;23;Manta;Minorista;1365;195;5;69.12;15.82;28;7;3.94;0.65;0;0;4.9;0
1481;56;Guayaquil;Minorista;256;78;0;0.0;11.58;89;3;2.95;0.23;1;0;4.9;1
1482;60;Quito;Minorista;941;241;9;235.66;26.93;49;4;0.62;0.26;0;2;4.0;0
1483;29;Loja;Minorista;1018;51;2;28.76;12.6;6;17;2.42;0.87;1;0;4.3;0
1484;57;Manta;Minorista;850;96;4;47.43;14.0;80;9;2.82;0.68;1;0;4.4;0
1485;35;Quito;Minorista;1459;480;19;552.5;33.5;31;3;2.53;0.97;0;1;4.5;0
1486;47;Guayaquil;Mayorista;43;1;3;479.9;134.3;71;11;0.2;0.46;1;0;4.0;0
1487;22;Guayaquil;Mayorista;819;274;2;142.16;62.92;77;3;2.24;0.92;0;0;4.1;0
1488;33;Ambato;Mayorista;512;44;6;434.17;80.7;41;11;4.2;0.73;0;0;4.4;0
1489;39;Cuenca;Minorista;717;28;0;0.0;12.4;28;25;3.17;0.08;1;0;4.6;0
1490;40;Manta;Minorista;130;6;5;167.08;34.55;5;14;2.63;0.65;0;0;3.9;0
1491;19;Manta;Minorista;722;108;0;0.0;18.65;74;7;0.73;0.76;0;1;4.5;0
1492;42;Loja;Minorista;1237;121;5;154.04;26.51;47;10;1.35;0.57;1;0;5.0;0
1493;34;Quito;Minorista;563;121;7;175.6;28.93;52;5;3.61;0.16;1;0;5.0;0
1494;52;Ambato;Minorista;354;29;0;0.0;33.56;85;13;5.53;0.25;1;0;4.4;1
1495;26;Quito;Minorista;531;53;2;35.64;19.81;69;10;1.95;0.68;0;2;3.5;1
1496;25;Loja;Mayorista;569;48;5;636.28;140.69;38;12;3.09;0.68;1;1;3.9;0
1497;28;Loja;Minorista;1090;128;13;438.12;31.19;7;8;2.94;0.04;1;0;4.4;0
1498;62;Cuenca;Minorista;207;12;5;101.42;22.31;27;13;3.68;0.93;0;2;3.9;0
1499;25;Manta;Minorista;670;36;0;0.0;30.89;48;20;0.13;0.18;0;0;4.4;1
1500;67;Ambato;Minorista;360;42;9;226.88;21.55;18;8;3.33;0.31;1;0;4.3;0
1501;52;Guayaquil;Minorista;554;55;5;145.71;24.97;18;10;3.61;0.32;1;0;4.7;0
1502;53;Loja;Minorista;820;90;9;315.76;31.5;12;9;1.36;0.71;0;0;4.5;0
1503;66;Ambato;Minorista;927;310;8;121.41;18.45;68;3;1.16;0.92;0;0;4.9;0
1504;66;Manta;Mayorista;547;186;1;73.25;72.58;81;3;0.49;0.99;0;1;4.2;0
1505;21;Manta;Minorista;1430;176;5;107.51;19.89;39;8;2.95;0.14;1;0;4.4;0
1506;30;Quito;Mayorista;234;20;7;1019.97;168.36;22;10;2.76;0.27;0;1;3.9;0
1507;45;Cuenca;Minorista;271;26;2;46.09;19.94;49;13;2.27;0.47;0;0;4.8;1
1508;31;Manta;Minorista;577;35;4;138.48;33.62;37;16;2.15;0.49;0;0;4.6;0
1509;42;Quito;Minorista;395;64;2;23.16;13.75;86;6;3.1;0.52;0;1;3.6;1
1510;27;Guayaquil;Minorista;1023;62;0;0.0;28.03;87;15;0.78;0.33;0;2;3.7;1
1511;49;Manta;Minorista;219;21;4;98.72;29.21;42;10;2.24;0.72;0;0;4.8;0
1512;36;Manta;Minorista;557;40;0;0.0;10.69;66;15;1.95;0.26;0;0;4.8;1
1513;21;Cuenca;Minorista;1060;273;2;77.2;32.46;84;4;2.86;0.78;0;0;5.0;0
1514;45;Quito;Minorista;107;1;4;78.99;23.43;16;13;4.81;0.88;1;1;4.3;0
1515;45;Quito;Minorista;1399;134;3;86.07;24.19;29;10;3.66;0.79;1;0;3.9;0
1516;33;Ambato;Minorista;506;38;16;631.83;33.49;4;12;2.71;0.04;0;0;4.2;0
1517;18;Cuenca;Minorista;1200;166;8;236.68;28.72;38;7;2.91;0.82;0;2;3.7;0
1518;69;Guayaquil;Minorista;300;15;3;119.96;33.74;41;19;5.04;0.19;0;0;4.9;1
1519;66;Guayaquil;Minorista;340;36;9;236.49;22.06;10;10;2.47;0.98;0;0;4.3;0
1520;67;Ambato;Mayorista;937;110;8;1411.85;167.14;33;8;1.76;0.97;0;0;3.9;0
1521;28;Loja;Mayorista;1305;82;1;151.7;166.21;82;15;2.8;0.64;0;0;4.4;0
1522;19;Ambato;Minorista;598;125;13;359.99;28.49;23;5;4.45;0.04;1;0;5.0;0
1523;60;Quito;Minorista;1485;126;6;172.9;31.2;7;12;3.51;0.53;0;1;4.1;0
1524;64;Cuenca;Mayorista;1019;252;11;1149.07;124.03;34;4;2.32;0.49;0;0;4.3;0
1525;52;Quito;Mayorista;694;82;0;0.0;65.68;83;9;1.74;0.35;1;1;4.1;1
1526;37;Loja;Minorista;1426;240;13;152.95;10.15;2;6;4.51;0.19;1;0;4.1;0
1527;29;Ambato;Minorista;921;121;7;126.58;16.3;23;8;3.68;0.88;1;1;4.4;0
1528;39;Cuenca;Minorista;868;98;5;80.42;15.89;61;9;2.21;0.22;1;0;4.7;0
1529;69;Ambato;Minorista;1429;159;0;0.0;24.33;51;9;2.75;0.59;0;1;4.1;1
1530;68;Manta;Mayorista;354;113;7;1101.25;131.22;56;3;1.67;0.26;0;0;4.9;0
1531;52;Guayaquil;Mayorista;748;248;14;2289.17;148.66;49;3;3.35;0.14;0;0;4.7;0
1532;40;Loja;Minorista;936;71;0;0.0;12.23;89;14;3.89;0.08;1;0;4.6;1
1533;47;Manta;Minorista;881;71;6;140.52;20.07;21;12;2.49;0.76;1;0;4.8;0
1534;48;Guayaquil;Minorista;286;19;2;46.59;21.58;52;15;0.85;0.52;1;1;3.9;1
1535;54;Cuenca;Minorista;828;53;1;7.54;8.05;63;14;4.95;0.81;1;0;4.3;1
1536;48;Cuenca;Minorista;997;200;16;153.07;11.93;1;5;2.71;0.23;1;1;3.7;0
1537;44;Guayaquil;Minorista;513;100;2;49.64;29.1;86;5;2.41;0.85;1;1;3.9;0
1538;70;Guayaquil;Minorista;1239;163;4;87.3;26.46;23;8;0.44;0.95;0;0;4.4;0
1539;69;Cuenca;Minorista;822;99;7;60.69;9.25;39;8;2.67;0.02;1;0;4.7;0
1540;49;Cuenca;Minorista;93;8;6;163.04;24.82;19;10;3.07;0.71;1;0;4.4;0
1541;37;Quito;Minorista;778;73;1;28.72;27.54;42;10;1.99;0.5;1;1;3.8;1
1542;56;Cuenca;Minorista;1298;424;0;0.0;24.07;82;3;2.58;0.51;0;1;4.3;1
1543;48;Manta;Minorista;770;84;13;235.88;16.01;3;8;4.34;0.17;1;0;4.1;0
1544;60;Loja;Mayorista;577;140;5;389.69;77.66;62;4;2.59;0.68;0;2;3.6;0
1545;22;Guayaquil;Minorista;299;27;3;103.37;32.39;66;13;2.38;0.73;0;1;3.9;0
1546;23;Quito;Minorista;825;106;0;0.0;29.78;77;8;0.98;0.34;0;1;4.2;1
1547;64;Cuenca;Minorista;1085;177;12;312.45;29.19;28;6;1.57;0.97;1;1;4.3;0
1548;24;Ambato;Minorista;1390;91;2;56.71;33.68;74;14;2.27;0.65;0;0;4.2;0
1549;58;Loja;Minorista;1051;69;4;70.55;19.07;60;14;4.46;0.91;0;1;4.5;0
1550;47;Cuenca;Minorista;1176;101;2;66.48;33.29;72;12;3.08;0.42;1;0;3.9;1
1551;38;Cuenca;Minorista;104;6;4;63.93;15.8;50;11;2.9;0.37;1;0;4.8;0
1552;68;Manta;Mayorista;648;76;11;737.05;65.38;7;9;4.19;0.4;1;0;4.3;0
1553;27;Guayaquil;Minorista;262;39;1;31.69;32.45;52;8;3.38;0.29;0;0;5.0;1
1554;18;Cuenca;Mayorista;352;120;16;2633.46;153.95;41;3;4.68;0.82;0;1;4.0;0
1555;49;Manta;Minorista;504;64;17;529.1;31.24;11;7;4.03;0.68;0;0;4.7;0
1556;32;Ambato;Minorista;787;68;0;0.0;25.05;81;12;1.26;0.15;0;0;4.7;1
1557;55;Guayaquil;Minorista;107;17;0;0.0;18.75;86;9;3.41;0.29;0;0;5.0;1
1558;45;Cuenca;Minorista;1112;81;3;82.87;33.2;26;13;3.38;0.34;0;1;3.9;0
1559;28;Manta;Minorista;486;70;2;52.93;23.0;57;7;1.22;0.83;1;0;4.7;1
1560;56;Loja;Minorista;428;48;2;66.3;29.95;46;10;2.25;0.02;0;0;5.0;1
1561;66;Cuenca;Minorista;550;35;4;142.24;34.33;28;14;0.88;0.52;0;0;4.4;0
1562;50;Cuenca;Minorista;391;49;13;197.92;17.91;1;9;1.92;0.27;1;0;4.5;0
1563;29;Cuenca;Minorista;124;1;6;127.24;22.73;36;12;1.88;0.95;1;1;4.3;0
1564;42;Loja;Minorista;1149;101;0;0.0;32.47;69;12;4.3;0.9;1;0;3.5;1
1565;30;Loja;Mayorista;226;38;5;772.62;156.55;54;6;1.41;0.84;1;0;4.1;0
1566;39;Guayaquil;Mayorista;767;44;1;115.01;126.66;77;15;1.58;0.52;0;0;5.0;1
1567;31;Quito;Minorista;667;49;1;31.93;34.53;72;15;2.97;0.19;1;2;3.9;1
1568;54;Manta;Minorista;965;73;0;0.0;32.61;63;12;0.35;0.09;1;0;5.0;1
1569;64;Ambato;Minorista;1183;96;0;0.0;9.36;58;13;3.88;0.98;0;1;4.7;0
1570;58;Manta;Minorista;449;47;1;8.54;8.52;61;10;2.12;0.9;0;1;4.1;1
1571;32;Ambato;Minorista;301;37;6;129.59;22.74;25;11;3.24;0.13;0;0;4.0;0
1572;65;Guayaquil;Minorista;321;25;8;165.18;20.17;43;12;3.0;0.48;1;1;3.7;0
1573;27;Guayaquil;Minorista;1273;61;1;9.08;11.15;84;21;1.92;0.61;0;1;3.3;1
1574;38;Manta;Minorista;818;104;7;109.92;13.48;50;8;3.95;0.9;0;1;4.6;0
1575;33;Manta;Minorista;541;55;6;102.01;14.18;65;9;1.51;0.43;0;0;4.6;0
1576;67;Ambato;Minorista;537;27;0;0.0;26.29;73;14;3.71;0.24;0;0;4.5;1
1577;32;Ambato;Mayorista;962;241;0;0.0;95.96;85;4;4.12;0.42;1;0;4.5;1
1578;69;Ambato;Mayorista;532;42;3;200.07;82.74;46;13;2.6;0.82;0;0;4.4;0
1579;63;Ambato;Mayorista;804;109;12;2089.23;166.25;16;7;1.68;0.38;1;0;5.0;0
1580;25;Loja;Minorista;142;15;9;139.28;18.39;18;11;5.04;0.01;1;1;3.8;0
1581;32;Loja;Minorista;1297;90;5;173.0;30.57;50;16;2.53;0.16;0;0;4.9;0
1582;64;Cuenca;Mayorista;1172;149;2;221.37;106.72;87;8;2.76;0.49;0;3;3.0;1
1583;67;Loja;Minorista;937;119;6;74.03;10.38;33;8;1.84;0.4;0;1;3.9;0
1584;29;Quito;Minorista;860;47;0;0.0;18.03;70;19;2.15;0.26;0;0;4.7;1
1585;45;Manta;Minorista;838;70;6;133.53;24.85;38;12;1.42;0.6;1;0;4.0;0
1586;34;Guayaquil;Mayorista;1177;193;0;0.0;105.05;68;6;1.84;0.9;0;0;4.7;0
1587;54;Quito;Mayorista;146;13;1;78.51;79.17;88;8;3.68;0.48;0;1;3.9;1
1588;65;Manta;Minorista;131;2;1;27.17;32.24;76;13;3.74;0.13;0;0;4.3;1
1589;21;Cuenca;Minorista;1250;92;5;74.61;13.5;15;14;0.84;0.24;1;1;4.0;0
1590;55;Quito;Minorista;1351;114;0;0.0;31.48;66;12;2.99;0.23;1;0;4.5;1
1591;30;Quito;Minorista;903;62;3;28.82;8.33;52;17;4.23;0.14;1;0;4.3;1
1592;26;Guayaquil;Mayorista;1159;162;4;413.41;91.09;73;7;2.69;0.07;1;0;4.8;0
1593;54;Manta;Mayorista;491;48;4;373.02;85.12;59;10;4.21;0.41;0;0;5.0;1
1594;59;Loja;Mayorista;185;63;8;933.07;130.13;60;3;3.58;0.21;1;0;4.9;0
1595;58;Manta;Mayorista;786;192;18;1758.95;109.34;21;4;0.78;0.51;0;0;3.8;0
1596;19;Guayaquil;Minorista;792;75;0;0.0;34.05;69;11;1.0;0.48;0;1;3.5;1
1597;41;Cuenca;Minorista;919;71;0;0.0;27.33;34;12;3.11;0.5;0;1;4.5;0
1598;66;Ambato;Mayorista;456;53;3;438.34;179.62;81;11;1.77;0.62;0;0;4.7;0
1599;53;Manta;Mayorista;911;89;7;455.09;74.87;17;10;3.26;0.99;1;0;4.5;0
1600;21;Guayaquil;Minorista;1435;94;6;53.44;9.72;26;16;1.46;0.51;0;2;3.3;0
1601;38;Quito;Minorista;70;12;2;61.98;28.45;67;14;2.22;0.09;1;0;4.4;1
1602;30;Quito;Minorista;1424;179;0;0.0;28.51;87;8;2.57;0.26;0;1;3.6;1
1603;44;Ambato;Minorista;1094;45;2;20.61;11.9;74;21;4.49;0.66;1;0;4.6;1
1604;56;Quito;Minorista;457;41;2;40.21;22.42;80;10;2.99;0.8;0;0;4.3;1
1605;24;Cuenca;Minorista;400;28;0;0.0;12.84;75;14;0.67;0.34;0;0;3.9;1
1606;26;Cuenca;Minorista;470;39;3;41.95;11.92;4;12;5.28;0.64;0;1;3.9;0
1607;60;Guayaquil;Mayorista;688;100;5;333.44;70.87;59;7;4.68;0.05;0;0;4.0;0
1608;28;Ambato;Minorista;266;25;2;54.65;24.49;37;13;3.34;0.36;1;0;4.8;1
1609;66;Ambato;Minorista;507;47;4;81.82;22.05;59;11;0.38;0.75;1;0;4.5;0
1610;31;Ambato;Minorista;1005;337;6;60.96;12.07;75;3;2.1;0.79;0;1;4.0;0
1611;52;Cuenca;Minorista;562;74;0;0.0;11.65;82;8;3.96;0.36;0;0;4.9;1
1612;38;Cuenca;Minorista;700;50;6;102.67;14.7;16;14;2.54;0.16;1;0;4.4;0
1613;48;Manta;Minorista;557;37;0;0.0;25.28;68;13;3.38;1.0;1;0;4.4;1
1614;55;Quito;Minorista;1066;79;3;39.49;12.02;87;14;1.72;0.87;0;0;4.4;0
1615;51;Manta;Minorista;1215;406;24;741.62;28.88;20;3;0.11;0.29;0;0;4.9;0
1616;36;Manta;Minorista;359;32;8;104.45;15.14;15;11;3.01;0.86;0;0;5.0;0
1617;48;Manta;Minorista;768;154;17;154.32;8.6;10;5;2.56;0.31;0;1;3.8;0
1618;37;Loja;Minorista;250;21;7;102.95;16.39;14;13;4.11;0.76;1;0;4.6;0
1619;58;Loja;Minorista;1089;73;0;0.0;9.95;87;14;0.78;0.15;1;0;4.6;1
1620;32;Cuenca;Mayorista;1084;366;8;767.32;103.11;66;3;2.89;0.8;1;2;2.8;0
1621;30;Ambato;Minorista;482;71;7;135.62;21.69;14;9;0.96;0.39;1;1;4.2;0
1622;70;Guayaquil;Minorista;747;51;0;0.0;9.84;77;15;3.27;0.5;0;0;4.4;1
1623;21;Manta;Minorista;230;20;0;0.0;28.2;76;11;3.99;0.98;0;0;3.7;1
1624;43;Guayaquil;Minorista;1447;114;6;66.85;13.34;17;12;3.18;0.94;1;0;4.6;0
1625;26;Ambato;Minorista;1144;84;8;111.01;14.29;15;13;1.42;0.89;1;0;4.4;0
